Track no,Slice no,X,Y,Distance,Velocity,Pixel Value
1,1,1724,1152,-1,-1,3419685
1,2,1724,1152,0,0,3419685
1,3,1724,1152,0,0,3157026
1,4,1724,1152,0,0,3157026
1,5,1724,1152,0,0,3092257
1,6,1724,1152,0,0,3092257
1,7,1728,1152,0.516,0.003,2040330
1,8,1728,1152,0,0,3093272
1,9,1728,1152,0,0,3093272
1,10,1728,1152,0,0,3291417
1,11,1728,1152,0,0,3226903
1,12,1728,1152,0,0,3226903
1,13,1718,1152,1.29,0.007,4477767
1,14,1724,1152,0.774,0.004,2635563
1,15,1724,1152,0,0,2767147
1,16,1724,1152,0,0,2767147
1,17,1724,1152,0,0,2965026
1,18,1718,1148,0.93,0.005,2831666
1,19,1718,1145,0.387,0.002,3488823
1,20,1718,1145,0,0,3488823
1,21,1718,1145,0,0,2765103
1,22,1718,1145,0,0,1844001
1,23,1718,1145,0,0,2106919
1,24,1718,1145,0,0,2106919
1,25,1718,1145,0,0,4079915
1,26,1718,1145,0,0,4079915
1,27,1718,1145,0,0,4079915
1,28,1718,1145,0,0,2500883
1,29,1718,1145,0,0,3158813
1,30,1718,1145,0,0,3290399
1,31,1718,1145,0,0,2500883
1,32,1718,1145,0,0,3158813
1,33,1718,1145,0,0,3158813
1,34,1715,1139,0.865,0.005,5132603
1,35,1718,1142,0.547,0.003,3356192
1,36,1718,1142,0,0,3356192
1,37,1718,1142,0,0,3421985
1,38,1718,1142,0,0,3421985
1,39,1718,1142,0,0,3421985
1,40,1718,1142,0,0,3356192
1,41,1718,1142,0,0,3356192
1,42,1718,1142,0,0,3356192
1,43,1718,1142,0,0,3356192
1,44,1718,1142,0,0,3421985
1,45,1718,1142,0,0,3421985
1,46,1718,1142,0,0,3421985
1,47,1718,1142,0,0,2961434
1,48,1718,1142,0,0,2961434
1,49,1718,1142,0,0,2566926
1,50,1718,1142,0,0,2961684
1,51,1718,1142,0,0,3027477
1,52,1718,1142,0,0,3027477
1,53,1718,1142,0,0,3027477
1,54,1718,1142,0,0,3027477
1,55,1718,1142,0,0,3488028
1,56,1718,1142,0,0,3488028
1,57,1718,1142,0,0,3488028
1,58,1718,1142,0,0,3356442
1,59,1718,1142,0,0,4080165
1,60,1718,1142,0,0,4080165
1,61,1718,1142,0,0,4147755
1,62,1718,1142,0,0,4147755
1,63,1718,1142,0,0,4147755
1,64,1718,1142,0,0,4147755
1,65,1718,1142,0,0,4147755
1,66,1718,1142,0,0,4081962
1,67,1718,1142,0,0,4081962
1,68,1718,1142,0,0,4081962
1,69,1718,1142,0,0,4081962
1,70,1718,1142,0,0,4081962
1,71,1718,1142,0,0,4410927
1,72,1718,1142,0,0,4410927
1,73,1718,1142,0,0,4014876
1,74,1718,1142,0,0,4014876
1,75,1721,1142,0.387,0.002,4014876
1,76,1721,1142,0,0,4014876
1,77,1721,1142,0,0,4014876
1,78,1721,1142,0,0,3949083
1,79,1721,1142,0,0,3949083
1,80,1721,1142,0,0,3949083
1,81,1721,1142,0,0,3949083
1,82,1721,1142,0,0,3949083
1,83,1721,1142,0,0,3356946
1,84,1721,1142,0,0,3356946
1,85,1721,1142,0,0,3751704
1,86,1721,1142,0,0,3488532
1,87,1721,1142,0,0,3488532
1,88,1721,1142,0,0,3356946
1,89,1721,1142,0,0,2962188
1,90,1721,1142,0,0,3159567
1,91,1721,1142,0,0,2896395
1,92,1721,1142,0,0,2896395
1,93,1721,1142,0,0,3356946
1,94,1721,1142,0,0,3488532
1,95,1721,1142,0,0,3488532
1,96,1721,1142,0,0,3751704
1,97,1721,1142,0,0,2830098
1,98,1721,1142,0,0,2961684
1,99,1721,1142,0,0,2961684
1,100,1721,1142,0,0,2961684
1,101,1721,1142,0,0,3356442
1,102,1721,1142,0,0,3553821
1,103,1721,1142,0,0,3553821
1,104,1721,1142,0,0,3553821
1,105,1721,1142,0,0,3553821
1,106,1721,1142,0,0,3883554
1,107,1721,1142,0,0,3817761
1,108,1721,1142,0,0,3817761
1,109,1721,1142,0,0,5001267
1,110,1721,1142,0,0,5001267
1,111,1721,1142,0,0,5001267
1,112,1721,1142,0,0,5198646
1,113,1721,1142,0,0,5198646
1,114,1721,1142,0,0,5198646
1,115,1721,1142,0,0,5396025
1,116,1721,1142,0,0,5396025
1,117,1721,1142,0,0,5659197
1,118,1721,1148,0.774,0.004,3488028
1,119,1721,1148,0,0,2830098
1,120,1721,1148,0,0,2040582
1,121,1724,1152,0.645,0.003,4148802
1,122,1724,1152,0,0,2635547
1,123,1724,1152,0,0,2635547
1,124,1724,1152,0,0,2503954
1,125,1724,1152,0,0,2503954
1,126,1724,1152,0,0,2503950
1,127,1724,1152,0,0,3753247
1,128,1724,1152,0,0,3753247
1,129,1724,1152,0,0,3753247
1,130,1724,1152,0,0,3753501
1,131,1724,1152,0,0,3753501
1,132,1724,1152,0,0,3883829
1,133,1724,1152,0,0,3948873
1,134,1724,1152,0,0,3951409
1,135,1724,1152,0,0,3951409
1,136,1724,1152,0,0,3951409
1,137,1724,1152,0,0,4807218
1,138,1724,1152,0,0,4807218
1,139,1724,1152,0,0,5728320
1,140,1724,1152,0,0,5005615
1,141,1724,1152,0,0,4479271
1,142,1724,1152,0,0,4940074
1,143,1724,1152,0,0,5334832
1,144,1724,1152,0,0,5334832
1,145,1724,1152,0,0,6185291
1,146,1724,1152,0,0,5858875
1,147,1724,1152,0,0,5858875
1,148,1724,1152,0,0,5858875
1,149,1724,1152,0,0,5662770
1,150,1724,1152,0,0,5662770
1,151,1724,1152,0,0,5662770
1,152,1724,1152,0,0,5662770
1,153,1724,1152,0,0,5662770
1,154,1724,1152,0,0,6321465
1,155,1724,1152,0,0,6650428
1,156,1724,1164,1.548,0.008,3619364
1,157,1724,1164,0,0,3553571
1,158,1724,1164,0,0,3553571
1,159,1724,1164,0,0,3553571
1,160,1724,1164,0,0,3553571
