Track no,Slice no,X,Y,Distance,Velocity,Pixel Value
1,1,1962,1078,-1,-1,4013359
1,2,1959,1081,0.547,0.002,2960179
1,3,1959,1081,0,0,3025459
1,4,1959,1081,0,0,2696494
1,5,1959,1081,0,0,2499115
1,6,1959,1081,0,0,2564908
1,7,1959,1081,0,0,2235943
1,8,1959,1081,0,0,2235943
1,9,1959,1081,0,0,2235943
1,10,1959,1081,0,0,2301736
1,11,1959,1081,0,0,1972771
1,12,1959,1081,0,0,1314841
1,13,1959,1081,0,0,1513988
1,14,1959,1081,0,0,1513988
1,15,1959,1081,0,0,1513988
1,16,1959,1081,0,0,1513988
1,17,1959,1081,0,0,1777160
1,18,1959,1081,0,0,1777160
1,19,1959,1081,0,0,987648
1,20,1959,1081,0,0,3750950
1,21,1959,1081,0,0,2829848
1,22,1959,1081,0,0,1250816
1,23,1959,1081,0,0,2237711
1,24,1959,1081,0,0,3158813
1,25,1959,1081,0,0,395520
1,26,1959,1081,0,0,395520
1,27,1959,1081,0,0,395520
1,28,1959,1081,0,0,395520
1,29,1959,1081,0,0,395520
1,30,1959,1081,0,0,66560
1,31,1959,1081,0,0,1053440
1,32,1959,1081,0,0,1974539
1,33,1962,1078,0.547,0.002,3619364
1,34,1962,1078,0,0,3619364
1,35,1962,1078,0,0,3290399
1,36,1962,1078,0,0,3356192
1,37,1962,1078,0,0,4803638
1,38,1962,1078,0,0,4934974
1,39,1962,1078,0,0,5132603
1,40,1962,1078,0,0,5264693
1,41,1962,1078,0,0,5264693
1,42,1962,1078,0,0,5264693
1,43,1962,1078,0,0,5791287
1,44,1962,1078,0,0,5791287
1,45,1962,1078,0,0,5791287
1,46,1962,1078,0,0,6252090
1,47,1962,1078,0,0,6778171
1,48,1962,1078,0,0,6778171
1,49,1962,1078,0,0,6119998
1,50,1962,1078,0,0,6119998
1,51,1962,1078,0,0,6119998
1,52,1962,1078,0,0,6317127
1,53,1962,1078,0,0,6317127
1,54,1962,1078,0,0,6317127
1,55,1962,1078,0,0,6317127
1,56,1965,1075,0.547,0.002,7369315
1,57,1965,1075,0,0,7369315
1,58,1968,1075,0.387,0.001,9343819
1,59,1968,1075,0,0,9343819
1,60,1968,1075,0,0,9343819
1,61,1947,1081,2.817,0.009,7107397
1,62,1950,1081,0.387,0.001,7107397
1,63,1953,1081,0.387,0.001,14542256
1,64,1953,1081,0,0,14542256
1,65,1953,1081,0,0,15002807
1,66,1953,1081,0,0,13226646
1,67,1956,1081,0.387,0.001,5002521
1,68,1959,1081,0.387,0.001,9015894
1,69,1953,1075,1.095,0.004,2698010
1,70,1953,1075,0,0,2698010
1,71,1953,1075,0,0,2698010
1,72,1953,1075,0,0,2698010
1,73,1953,1075,0,0,3355688
1,74,1953,1075,0,0,3355688
1,75,1953,1075,0,0,3355688
1,76,1953,1075,0,0,3092518
1,77,1953,1075,0,0,3092518
1,78,1953,1075,0,0,3092518
1,79,1953,1075,0,0,2830110
1,80,1953,1075,0,0,2830112
1,81,1953,1075,0,0,2830112
1,82,1953,1075,0,0,2830112
1,83,1959,1069,1.095,0.004,3426333
1,84,1956,1072,0.547,0.002,1318404
1,85,1956,1072,0,0,3092520
1,86,1956,1072,0,0,3092520
1,87,1956,1072,0,0,3092520
1,88,1956,1072,0,0,3092520
1,89,1956,1072,0,0,3092520
1,90,1956,1072,0,0,3092520
1,91,1956,1072,0,0,2105625
1,92,1956,1072,0,0,2830880
1,93,1956,1072,0,0,3028259
1,94,1956,1072,0,0,3028259
1,95,1956,1072,0,0,3225892
1,96,1956,1075,0.387,0.001,2040342
1,97,1959,1075,0.387,0.001,3092516
1,98,1953,1075,0.774,0.003,3092516
1,99,1953,1075,0,0,3092516
1,100,1959,1075,0.774,0.003,3553069
1,101,1959,1075,0,0,3553069
1,102,1959,1075,0,0,3553069
1,103,1959,1075,0,0,3685419
1,104,1959,1075,0,0,3685419
1,105,1959,1075,0,0,3421995
1,106,1959,1075,0,0,3421995
1,107,1959,1075,0,0,3421995
1,108,1959,1075,0,0,3555366
1,109,1959,1075,0,0,3092516
1,110,1959,1075,0,0,3092516
1,111,1959,1075,0,0,3882034
1,112,1959,1075,0,0,3882034
1,113,1959,1075,0,0,3882034
1,114,1959,1075,0,0,3881782
1,115,1959,1075,0,0,4342585
1,116,1959,1075,0,0,4342585
1,117,1959,1075,0,0,4342585
1,118,1959,1075,0,0,4079413
1,119,1959,1075,0,0,4737341
1,120,1959,1075,0,0,4342837
1,121,1959,1075,0,0,4408376
1,122,1959,1075,0,0,4408376
1,123,1956,1078,0.547,0.002,3619364
1,124,1956,1078,0,0,3421983
1,125,1956,1078,0,0,3421983
1,126,1959,1078,0.387,0.001,5856826
1,127,1962,1078,0.387,0.001,7371319
1,128,1956,1078,0.774,0.003,2829850
1,129,1953,1078,0.387,0.001,1776660
1,130,1953,1078,0,0,1776660
1,131,1950,1078,0.387,0.001,2894638
1,132,1956,1075,0.865,0.003,3750209
1,133,1956,1075,0,0,3554575
1,134,1956,1075,0,0,3554575
1,135,1956,1075,0,0,3487776
1,136,1959,1075,0.387,0.001,3421983
1,137,1959,1075,0,0,3421983
1,138,1959,1075,0,0,4408878
1,139,1959,1075,0,0,4408878
1,140,1956,1078,0.547,0.002,3948831
1,141,1953,1078,0.387,0.001,2106123
1,142,1947,1078,0.774,0.003,3093020
1,143,1947,1078,0,0,3093020
1,144,1947,1078,0,0,3093020
1,145,1947,1078,0,0,3093020
1,146,1950,1078,0.387,0.001,3093020
1,147,1956,1078,0.774,0.003,3027227
1,148,1956,1078,0,0,2501135
1,149,1956,1078,0,0,1908746
1,150,1956,1078,0,0,1908746
1,151,1956,1078,0,0,2106127
1,152,1956,1078,0,0,2698514
1,153,1956,1078,0,0,2698514
1,154,1956,1078,0,0,2698514
1,155,1956,1078,0,0,2697758
1,156,1959,1078,0.387,0.001,6185039
1,157,1965,1078,0.774,0.003,8290917
1,158,1965,1078,0,0,8290917
1,159,1956,1081,1.224,0.004,5396779
1,160,1956,1081,0,0,5396779
1,161,1956,1081,0,0,7962706
1,162,1959,1081,0.387,0.001,5199148
1,163,1959,1081,0,0,5199148
1,164,1959,1081,0,0,6448713
1,165,1965,1081,0.774,0.003,9344609
1,166,1965,1081,0,0,8884058
1,167,1965,1081,0,0,8884058
