latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
55.937810,-4.406064,13.30,0.00,0.00,17.87,13.30,13.30,0.00,17.87,0,2021-04-17 12:44:36.720,2021-04-17 13:44:36.719,19,0,0,0.000,55.937787,-4.406347,0.00,0.00,0.00,-0.40,5.30,144.10,0,1,0,0,0,0,0,0,2731.50,0,P-GPS,1,0,0,0,0,0,0,1618663476719,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,4.00,53.00,1441.00,-426.00,0.00,1387.00,6,133.00,0.00,178.70,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937810,-4.406064,13.30,0.00,0.00,17.86,13.30,13.30,0.00,17.87,96,2021-04-17 12:44:36.815,2021-04-17 13:44:36.815,19,0,0,0.000,55.937787,-4.406347,0.00,0.00,0.00,-0.70,4.80,144.00,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663476815,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,7.00,48.00,1440.00,-426.00,0.00,1387.00,6,133.00,0.00,178.63,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937810,-4.406065,13.30,0.00,0.00,17.85,13.30,13.30,0.00,17.87,201,2021-04-17 12:44:36.921,2021-04-17 13:44:36.920,19,0,0,0.000,55.937787,-4.406347,0.00,0.00,0.00,-1.20,4.60,144.10,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663476920,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,12.00,46.00,1441.00,-426.00,0.00,1387.00,6,133.00,0.00,178.54,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937810,-4.406065,13.30,0.00,0.00,17.85,13.30,13.30,0.00,17.87,299,2021-04-17 12:44:37.018,2021-04-17 13:44:37.018,19,0,0,0.000,55.937787,-4.406347,0.00,0.00,0.00,-1.30,4.50,144.10,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663477018,0,0,0,0,0,0,27,Litchi_4.18.0-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFB25340AEP,,0,0,0,13.00,45.00,1441.00,-426.00,0.00,1387.00,6,133.00,0.00,178.47,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937810,-4.406065,13.30,0.00,0.00,17.84,13.30,13.30,0.00,17.87,401,2021-04-17 12:44:37.120,2021-04-17 13:44:37.120,19,0,0,0.000,55.937787,-4.406347,0.00,0.00,0.00,-1.40,4.60,144.10,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663477120,0,0,0,0,0,0,27,,,,,,,0,0,0,14.00,46.00,1441.00,-426.00,0.00,1387.00,6,133.00,0.00,178.38,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937810,-4.406065,13.30,0.00,0.00,17.83,13.30,13.30,0.00,17.87,510,2021-04-17 12:44:37.229,2021-04-17 13:44:37.229,19,0,0,0.000,55.937787,-4.406347,0.00,0.00,0.00,-1.40,4.30,144.10,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663477229,0,0,0,0,0,0,27,,,,,,,0,0,0,14.00,43.00,1441.00,-426.00,0.00,1387.00,6,133.00,0.00,178.30,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937810,-4.406065,13.30,0.00,0.10,17.82,13.30,13.30,0.10,17.87,597,2021-04-17 12:44:37.316,2021-04-17 13:44:37.316,19,0,0,0.000,55.937787,-4.406347,0.00,-0.10,0.00,-0.90,4.10,144.10,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663477316,0,0,0,0,0,0,27,,,,,,,0,0,0,9.00,41.00,1441.00,-426.00,0.00,1387.00,6,133.00,1.00,178.20,0.00,-1.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937810,-4.406065,13.30,0.00,0.10,17.81,13.30,13.30,0.10,17.87,698,2021-04-17 12:44:37.417,2021-04-17 13:44:37.417,19,0,0,0.000,55.937787,-4.406347,0.00,-0.10,0.00,-0.80,3.90,144.20,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663477417,0,0,0,0,0,0,27,,,,,,,0,0,0,8.00,39.00,1442.00,-426.00,0.00,1387.00,6,133.00,1.00,178.07,0.00,-1.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937810,-4.406065,13.30,0.00,0.10,17.79,13.30,13.30,0.10,17.87,806,2021-04-17 12:44:37.525,2021-04-17 13:44:37.525,19,0,0,0.000,55.937787,-4.406347,0.00,-0.10,0.00,-1.40,3.40,144.10,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663477525,0,0,0,0,0,0,27,,,,,,,0,0,0,14.00,34.00,1441.00,-426.00,0.00,1387.00,6,133.00,1.00,177.94,0.00,-1.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937810,-4.406066,13.30,0.00,0.10,17.78,13.30,13.30,0.10,17.87,909,2021-04-17 12:44:37.630,2021-04-17 13:44:37.628,19,0,0,0.000,55.937787,-4.406347,0.00,-0.10,0.00,-1.90,2.80,144.00,0,1,0,0,100,0,0,0,2731.50,1,P-GPS,1,0,0,0,0,0,0,1618663477628,0,0,0,0,0,0,27,,,,,,,0,0,0,19.00,28.00,1440.00,-426.00,0.00,1387.00,6,133.00,1.00,177.83,0.00,-1.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
