latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
55.953343,-4.403010,0.10,0.20,0.22,0.34,0.10,0.10,0.22,0.34,0,2022-09-09 10:44:01.471,2022-09-09 11:44:01.471,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.20,2.90,-1.80,-105.80,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,154,0,0,1662720241471,4329,4320,4333,4332,0,0,27,Litchi_4.24.1-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFAL5340E87,,0,0,0,-29.00,-18.00,-1058.00,0.00,0.00,-1112.00,6,1.00,2.24,3.36,0.00,-1.00,-2.00,0,,,100,100,0,1,0,0,0,2,0,,,,null,0.0,4.1,0.0,0.0,0.0,0.0,0
55.953343,-4.403010,0.20,0.30,0.24,0.35,0.20,0.20,0.24,0.35,101,2022-09-09 10:44:01.573,2022-09-09 11:44:01.572,16,0,0,17.046,55.953344,-4.403005,0.10,-0.10,-0.20,2.30,-2.80,-105.70,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,156,0,0,1662720241572,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-23.00,-28.00,-1057.00,0.00,0.00,-1112.00,6,2.00,2.45,3.49,1.00,-1.00,-2.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.1,0.0,0.0,0.0,0.0,0
55.953343,-4.403011,0.20,0.30,0.22,0.38,0.20,0.20,0.24,0.38,206,2022-09-09 10:44:01.678,2022-09-09 11:44:01.677,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.20,2.20,-3.00,-105.70,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,161,0,0,1662720241677,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-22.00,-30.00,-1057.00,0.00,0.00,-1112.00,6,2.00,2.24,3.83,0.00,-1.00,-2.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.1,0.0,0.0,0.0,0.0,0
55.953343,-4.403011,0.20,0.30,0.22,0.40,0.20,0.20,0.24,0.40,313,2022-09-09 10:44:01.785,2022-09-09 11:44:01.785,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.20,2.20,-2.80,-105.60,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,170,0,0,1662720241784,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-22.00,-28.00,-1056.00,0.00,0.00,-1112.00,6,2.00,2.24,3.97,0.00,-1.00,-2.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.4,0.0,0.0,0.0,0.0,0
55.953343,-4.403011,0.20,0.30,0.22,0.40,0.20,0.20,0.24,0.40,408,2022-09-09 10:44:01.880,2022-09-09 11:44:01.880,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.20,2.50,-2.20,-105.50,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,199,0,0,1662720241879,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-25.00,-22.00,-1055.00,0.00,0.00,-1112.00,6,2.00,2.24,4.04,0.00,-1.00,-2.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.4,0.0,0.0,0.0,0.0,0
55.953343,-4.403011,0.20,0.30,0.22,0.42,0.20,0.20,0.24,0.42,509,2022-09-09 10:44:01.980,2022-09-09 11:44:01.980,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.20,2.50,-1.80,-105.50,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,222,0,0,1662720241980,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-25.00,-18.00,-1055.00,0.00,0.00,-1112.00,6,2.00,2.24,4.18,0.00,-1.00,-2.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.4,0.0,0.0,0.0,0.0,0
55.953343,-4.403011,0.20,0.30,0.22,0.42,0.20,0.20,0.24,0.42,597,2022-09-09 10:44:02.068,2022-09-09 11:44:02.068,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.20,2.50,-1.80,-105.50,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,250,0,0,1662720242068,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-25.00,-18.00,-1055.00,0.00,0.00,-1112.00,6,2.00,2.24,4.18,0.00,-1.00,-2.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.4,0.0,0.0,0.0,0.0,0
55.953343,-4.403012,0.30,0.40,0.32,0.45,0.30,0.30,0.32,0.45,720,2022-09-09 10:44:02.191,2022-09-09 11:44:02.191,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.30,2.10,-2.10,-105.60,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,285,0,0,1662720242191,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-21.00,-21.00,-1056.00,0.00,0.00,-1112.00,6,3.00,3.16,4.54,0.00,-1.00,-3.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.4,0.0,0.0,0.0,0.0,0
55.953343,-4.403012,0.40,0.50,0.41,0.50,0.40,0.40,0.41,0.50,899,2022-09-09 10:44:02.370,2022-09-09 11:44:02.370,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.40,2.70,-1.80,-105.80,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,333,0,0,1662720242370,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-27.00,-18.00,-1058.00,0.00,0.00,-1112.00,6,4.00,4.12,4.97,0.00,-1.00,-4.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.4,0.0,0.0,0.0,0.0,0
55.953343,-4.403013,0.40,0.50,0.61,0.52,0.40,0.40,0.61,0.52,1006,2022-09-09 10:44:02.477,2022-09-09 11:44:02.477,16,0,0,17.046,55.953344,-4.403005,0.00,-0.10,-0.60,3.70,-2.40,-106.00,0,1,0,99,100,-2128,3258,17046,2972.50,11,P-GPS,1,0,0,0,334,0,0,1662720242477,4329,4320,4333,4332,0,0,27,,,,,,,0,0,0,-37.00,-24.00,-1060.00,0.00,0.00,-1112.00,6,4.00,6.08,5.17,0.00,-1.00,-6.00,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,4.9,0.0,0.0,0.0,0.0,0
