latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
55.940870,-4.406298,0.40,0.50,0.40,0.19,0.40,0.40,0.40,0.19,0,2021-05-02 10:36:00.039,2021-05-02 11:36:00.039,17,0,0,16.767,55.940871,-4.406299,0.00,0.00,-0.40,0.00,-2.70,79.10,0,1,0,96,100,-4292,3331,16767,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760039,4294,4275,4294,4291,0,0,27,Litchi_4.18.0-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFAL5340E87,,0,0,0,-0.00,-27.00,791.00,-87.00,0.00,630.00,11,4.00,4.00,1.87,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,4.9,0
55.940870,-4.406298,0.50,0.50,0.50,0.20,0.50,0.50,0.50,0.20,105,2021-05-02 10:36:00.144,2021-05-02 11:36:00.144,17,0,0,16.767,55.940871,-4.406299,0.00,0.00,-0.50,0.00,-2.50,79.10,0,1,0,96,100,-4292,3331,16767,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760144,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-0.00,-25.00,791.00,-87.00,0.00,630.00,11,5.00,5.00,1.97,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940870,-4.406298,0.50,0.60,0.50,0.19,0.50,0.50,0.50,0.20,208,2021-05-02 10:36:00.247,2021-05-02 11:36:00.247,17,0,0,16.767,55.940871,-4.406299,0.00,0.00,-0.50,0.00,-2.40,79.20,0,1,0,96,100,-4292,3331,16767,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760247,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-0.00,-24.00,792.00,-87.00,0.00,630.00,11,5.00,5.00,1.92,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940870,-4.406298,0.60,0.60,0.50,0.20,0.60,0.60,0.50,0.20,309,2021-05-02 10:36:00.349,2021-05-02 11:36:00.349,17,0,0,16.448,55.940871,-4.406299,0.00,0.00,-0.50,0.00,-2.60,79.10,0,1,0,96,100,-7239,3330,16448,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760348,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-0.00,-26.00,791.00,-87.00,0.00,630.00,11,6.00,5.00,2.00,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940870,-4.406298,0.60,0.70,0.50,0.20,0.60,0.60,0.50,0.20,403,2021-05-02 10:36:00.443,2021-05-02 11:36:00.442,17,0,0,16.448,55.940871,-4.406299,0.00,0.00,-0.50,0.00,-2.60,79.20,0,1,0,96,100,-7239,3330,16448,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760442,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-0.00,-26.00,792.00,-87.00,0.00,630.00,11,6.00,5.00,2.04,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940869,-4.406298,0.70,0.70,0.50,0.21,0.70,0.70,0.50,0.21,508,2021-05-02 10:36:00.547,2021-05-02 11:36:00.547,17,0,0,16.448,55.940871,-4.406299,0.00,0.00,-0.50,0.00,-2.40,79.20,0,1,0,96,100,-7239,3330,16448,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760547,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-0.00,-24.00,792.00,-87.00,0.00,630.00,11,7.00,5.00,2.10,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940869,-4.406298,0.70,0.80,0.50,0.22,0.70,0.70,0.50,0.22,613,2021-05-02 10:36:00.652,2021-05-02 11:36:00.652,17,0,0,16.448,55.940871,-4.406299,0.00,0.00,-0.50,0.20,-2.50,79.10,0,1,0,96,100,-7239,3330,16448,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760652,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-2.00,-25.00,791.00,-87.00,0.00,630.00,11,7.00,5.00,2.25,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940869,-4.406298,0.80,0.80,0.50,0.23,0.80,0.80,0.50,0.23,702,2021-05-02 10:36:00.741,2021-05-02 11:36:00.741,17,0,0,16.448,55.940871,-4.406299,0.00,0.00,-0.50,0.60,-2.70,79.00,0,1,0,96,100,-7239,3330,16448,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760741,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-6.00,-27.00,790.00,-87.00,0.00,629.00,11,8.00,5.00,2.31,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940869,-4.406298,0.80,0.90,0.50,0.23,0.80,0.80,0.50,0.23,806,2021-05-02 10:36:00.846,2021-05-02 11:36:00.846,17,0,0,16.448,55.940871,-4.406299,0.00,0.00,-0.50,0.50,-2.60,79.10,0,1,0,96,100,-7239,3330,16448,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760845,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-5.00,-26.00,791.00,-87.00,0.00,629.00,11,8.00,5.00,2.29,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
55.940869,-4.406298,0.90,0.90,0.50,0.23,0.90,0.90,0.50,0.23,913,2021-05-02 10:36:00.953,2021-05-02 11:36:00.952,17,0,0,16.448,55.940871,-4.406299,0.00,0.00,-0.50,0.60,-2.60,79.10,0,1,0,96,100,-7239,3330,16448,2978.50,4,TakeOff,1,0,0,0,0,0,0,1619951760952,4294,4275,4294,4291,0,0,27,,,,,,,0,0,0,-6.00,-26.00,791.00,-87.00,0.00,629.00,11,9.00,5.00,2.34,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,4.9,0
