latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
55.937787,-4.406346,0.30,0.40,0.51,0.11,0.30,0.30,0.51,0.11,0,2021-04-17 12:30:49.821,2021-04-17 13:30:49.820,15,0,0,16.853,55.937787,-4.406347,0.10,0.00,-0.50,0.60,2.60,101.70,0,1,0,98,100,-2506,3371,16853,2932.50,1,P-GPS,1,0,0,0,341,0,0,1618662649820,4238,4223,4233,4234,0,0,27,Litchi_4.18.0-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFB25340AEP,,0,0,0,-6.00,26.00,1017.00,0.00,0.00,1043.00,6,3.00,5.10,1.09,1.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,5.3,0
55.937787,-4.406346,0.40,0.40,0.71,0.11,0.40,0.40,0.71,0.11,91,2021-04-17 12:30:49.911,2021-04-17 13:30:49.911,15,0,0,16.385,55.937787,-4.406347,0.10,0.00,-0.70,0.10,2.70,101.60,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,345,0,0,1618662649911,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,-1.00,27.00,1016.00,0.00,0.00,1043.00,6,4.00,7.07,1.08,1.00,0.00,-7.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937787,-4.406346,0.50,0.50,0.81,0.09,0.50,0.50,0.81,0.11,191,2021-04-17 12:30:50.011,2021-04-17 13:30:50.011,15,0,0,16.385,55.937787,-4.406347,0.10,0.00,-0.80,-0.10,2.90,101.50,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,345,0,0,1618662650011,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,1.00,29.00,1015.00,0.00,0.00,1043.00,6,5.00,8.06,0.93,1.00,0.00,-8.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937787,-4.406346,0.60,0.60,0.91,0.09,0.60,0.60,0.91,0.11,297,2021-04-17 12:30:50.117,2021-04-17 13:30:50.117,17,0,0,16.385,55.937787,-4.406347,0.10,0.00,-0.90,-0.30,3.00,101.50,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,346,0,0,1618662650117,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,3.00,30.00,1015.00,0.00,0.00,1043.00,6,6.00,9.06,0.92,1.00,0.00,-9.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937787,-4.406345,0.70,0.70,1.00,0.12,0.70,0.70,1.00,0.12,399,2021-04-17 12:30:50.219,2021-04-17 13:30:50.219,17,0,0,16.385,55.937787,-4.406347,0.00,0.00,-1.00,-0.10,2.90,101.40,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,347,0,0,1618662650219,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,1.00,29.00,1014.00,0.00,0.00,1043.00,6,7.00,10.00,1.25,0.00,0.00,-10.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937788,-4.406345,0.80,0.80,1.00,0.13,0.80,0.80,1.00,0.13,494,2021-04-17 12:30:50.314,2021-04-17 13:30:50.314,17,0,0,16.385,55.937787,-4.406347,0.00,0.00,-1.00,-0.10,2.80,101.40,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,347,0,0,1618662650314,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,1.00,28.00,1014.00,0.00,0.00,1043.00,6,8.00,10.00,1.28,0.00,0.00,-10.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937788,-4.406345,0.90,0.90,1.00,0.15,0.90,0.90,1.00,0.15,589,2021-04-17 12:30:50.409,2021-04-17 13:30:50.409,17,0,0,16.385,55.937787,-4.406347,0.00,0.00,-1.00,-0.30,2.90,101.40,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,347,0,0,1618662650409,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,3.00,29.00,1014.00,0.00,0.00,1043.00,6,9.00,10.00,1.48,0.00,0.00,-10.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937788,-4.406345,1.00,1.00,1.00,0.15,1.00,1.00,1.00,0.15,688,2021-04-17 12:30:50.509,2021-04-17 13:30:50.508,17,0,0,16.385,55.937787,-4.406347,0.00,0.00,-1.00,-0.40,2.90,101.40,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,347,0,0,1618662650508,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,4.00,29.00,1014.00,0.00,0.00,1043.00,6,10.00,10.00,1.52,0.00,0.00,-10.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937788,-4.406345,1.10,1.10,1.00,0.17,1.10,1.10,1.00,0.17,787,2021-04-17 12:30:50.607,2021-04-17 13:30:50.607,17,0,0,16.385,55.937787,-4.406347,0.00,0.00,-1.00,-0.40,2.70,101.40,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,347,0,0,1618662650607,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,4.00,27.00,1014.00,0.00,0.00,1043.00,6,11.00,10.00,1.70,0.00,0.00,-10.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
55.937788,-4.406345,1.20,1.20,1.00,0.17,1.20,1.20,1.00,0.17,902,2021-04-17 12:30:50.722,2021-04-17 13:30:50.722,16,0,0,16.385,55.937787,-4.406347,0.00,0.00,-1.00,-0.30,2.60,101.40,0,1,0,98,100,-4405,3371,16385,2933.50,1,P-GPS,1,0,0,0,347,0,0,1618662650722,4238,4223,4233,4234,0,0,27,,,,,,,0,0,0,3.00,26.00,1014.00,0.00,0.00,1043.00,6,12.00,10.00,1.73,0.00,0.00,-10.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,5.3,0
