latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
55.941233,-4.406596,49.90,0.00,0.00,45.39,49.90,49.90,0.00,45.39,0,2021-05-02 11:27:58.465,2021-05-02 12:27:58.465,17,0,0,15.609,55.940862,-4.406294,0.00,0.00,0.00,-3.40,-2.90,-34.30,0,1,0,69,100,-7077,2383,15609,3023.50,3,P-GPS,1,0,0,0,0,0,0,1619954878465,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,34.00,-29.00,-343.00,-692.00,0.00,-456.00,6,499.00,0.00,453.90,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.39,49.90,49.90,0.00,45.39,114,2021-05-02 11:27:58.579,2021-05-02 12:27:58.579,17,0,0,15.609,55.940862,-4.406294,0.00,0.00,0.00,-3.30,-3.00,-34.40,0,1,0,69,100,-7077,2383,15609,3023.50,3,P-GPS,1,0,0,0,0,0,0,1619954878579,0,0,0,0,0,0,27,Litchi_4.18.0-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFB353405ER,,0,0,0,33.00,-30.00,-344.00,-691.00,0.00,-456.00,6,499.00,0.00,453.95,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.39,49.90,49.90,0.00,45.39,207,2021-05-02 11:27:58.672,2021-05-02 12:27:58.672,17,0,0,15.609,55.940862,-4.406294,0.00,0.00,0.00,-3.50,-3.10,-34.30,0,1,0,69,100,-7077,2383,15609,3023.50,3,P-GPS,1,0,0,0,0,0,0,1619954878672,0,0,0,0,0,0,27,,,,,,,0,0,0,35.00,-31.00,-343.00,-692.00,0.00,-456.00,6,499.00,0.00,453.90,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.40,49.90,49.90,0.00,45.40,405,2021-05-02 11:27:58.870,2021-05-02 12:27:58.870,17,0,0,15.609,55.940862,-4.406294,0.00,0.00,0.00,-3.30,-2.80,-34.30,0,1,0,69,100,-7077,2383,15609,3023.50,3,P-GPS,1,0,0,0,0,0,0,1619954878870,0,0,0,0,0,0,27,,,,,,,0,0,0,33.00,-28.00,-343.00,-692.00,0.00,-456.00,6,499.00,0.00,454.01,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.41,49.90,49.90,0.00,45.41,497,2021-05-02 11:27:58.962,2021-05-02 12:27:58.962,17,0,0,15.609,55.940862,-4.406294,0.00,0.00,0.00,-3.10,-2.70,-34.30,0,1,0,69,100,-7077,2383,15609,3023.50,3,P-GPS,1,0,0,0,0,0,0,1619954878962,0,0,0,0,0,0,27,,,,,,,0,0,0,31.00,-27.00,-343.00,-692.00,0.00,-456.00,6,499.00,0.00,454.05,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.42,49.90,49.90,0.00,45.42,601,2021-05-02 11:27:59.066,2021-05-02 12:27:59.066,17,0,0,15.609,55.940862,-4.406294,0.00,0.00,0.00,-3.10,-2.70,-34.20,0,1,0,69,100,-7077,2383,15609,3023.50,3,P-GPS,1,0,0,0,0,0,0,1619954879066,0,0,0,0,0,0,27,,,,,,,0,0,0,31.00,-27.00,-342.00,-692.00,0.00,-456.00,6,499.00,0.00,454.16,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.42,49.90,49.90,0.00,45.42,706,2021-05-02 11:27:59.171,2021-05-02 12:27:59.171,17,0,0,15.609,55.940862,-4.406294,0.00,0.00,0.00,-3.10,-2.70,-34.20,0,1,0,69,100,-7077,2383,15609,3023.50,3,P-GPS,1,0,0,0,0,0,0,1619954879171,0,0,0,0,0,0,27,,,,,,,0,0,0,31.00,-27.00,-342.00,-691.00,0.00,-456.00,6,499.00,0.00,454.20,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.43,49.90,49.90,0.00,45.43,800,2021-05-02 11:27:59.265,2021-05-02 12:27:59.265,17,0,0,15.614,55.940862,-4.406294,0.00,0.00,0.00,-3.20,-2.70,-34.20,0,1,0,69,100,-7033,2379,15614,3024.50,3,P-GPS,1,0,0,0,0,0,0,1619954879265,0,0,0,0,0,0,27,,,,,,,0,0,0,32.00,-27.00,-342.00,-692.00,0.00,-456.00,6,499.00,0.00,454.28,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.43,49.90,49.90,0.00,45.43,908,2021-05-02 11:27:59.373,2021-05-02 12:27:59.373,17,0,0,15.614,55.940862,-4.406294,0.00,0.00,0.00,-3.30,-2.60,-34.30,0,1,0,69,100,-7033,2379,15614,3024.50,3,P-GPS,1,0,0,0,0,0,0,1619954879373,0,0,0,0,0,0,27,,,,,,,0,0,0,33.00,-26.00,-343.00,-692.00,0.00,-456.00,6,499.00,0.00,454.32,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.941233,-4.406596,49.90,0.00,0.00,45.44,49.90,49.90,0.00,45.44,997,2021-05-02 11:27:59.462,2021-05-02 12:27:59.462,17,0,0,15.614,55.940862,-4.406294,0.00,0.00,0.00,-3.20,-2.50,-34.30,0,1,0,69,100,-7033,2379,15614,3024.50,3,P-GPS,1,0,0,0,0,0,0,1619954879462,0,0,0,0,0,0,27,,,,,,,0,0,0,32.00,-25.00,-343.00,-691.00,0.00,-456.00,6,499.00,0.00,454.37,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
