latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
55.956201,-4.402346,80.30,0.00,0.10,49.24,80.30,80.30,0.10,49.24,0,2022-06-25 11:08:09.903,2022-06-25 12:08:09.903,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.10,-3.50,14.10,103.10,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155289903,0,0,0,0,0,0,27,Litchi_4.24.1-g,,,,null,,0,0,0,35.00,141.00,1031.00,-857.00,0.00,1030.00,6,803.00,1.00,492.40,0.00,0.00,1.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402346,80.30,0.00,0.10,49.23,80.30,80.30,0.10,49.24,101,2022-06-25 11:08:10.032,2022-06-25 12:08:10.004,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.10,-4.10,13.90,103.00,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290004,0,0,0,0,0,0,27,Litchi_4.24.1-g,,,,null,,0,0,0,41.00,139.00,1030.00,-857.00,0.00,1030.00,6,803.00,1.00,492.32,0.00,0.00,1.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402346,80.30,0.00,0.10,49.23,80.30,80.30,0.10,49.24,187,2022-06-25 11:08:10.090,2022-06-25 12:08:10.090,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.10,-4.10,13.90,103.00,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290090,0,0,0,0,0,0,27,Litchi_4.24.1-g,,,,null,,0,0,0,41.00,139.00,1030.00,-857.00,0.00,1030.00,6,803.00,1.00,492.32,0.00,0.00,1.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402347,80.30,0.00,0.10,49.22,80.30,80.30,0.10,49.24,298,2022-06-25 11:08:10.202,2022-06-25 12:08:10.201,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.10,-4.60,13.90,102.90,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290201,0,0,0,0,0,0,27,Litchi_4.24.1-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFB25340AEP,,0,0,0,46.00,139.00,1029.00,-857.00,0.00,1030.00,6,803.00,1.00,492.18,0.00,0.00,1.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402347,80.30,0.00,0.00,49.21,80.30,80.30,0.10,49.24,398,2022-06-25 11:08:10.302,2022-06-25 12:08:10.301,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.00,-4.40,14.00,102.90,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290301,0,0,0,0,0,0,27,,,,,,,0,0,0,44.00,140.00,1029.00,-857.00,0.00,1030.00,6,803.00,0.00,492.12,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402347,80.30,0.00,0.00,49.21,80.30,80.30,0.10,49.24,490,2022-06-25 11:08:10.394,2022-06-25 12:08:10.393,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.00,-4.40,14.30,102.90,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290393,0,0,0,0,0,0,27,,,,,,,0,0,0,44.00,143.00,1029.00,-857.00,0.00,1030.00,6,803.00,0.00,492.07,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402347,80.30,0.00,0.00,49.20,80.30,80.30,0.10,49.24,594,2022-06-25 11:08:10.498,2022-06-25 12:08:10.497,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.00,-4.30,14.60,102.90,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290497,0,0,0,0,0,0,27,,,,,,,0,0,0,43.00,146.00,1029.00,-857.00,0.00,1030.00,6,803.00,0.00,491.99,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402347,80.30,0.00,0.10,49.19,80.30,80.30,0.10,49.24,699,2022-06-25 11:08:10.602,2022-06-25 12:08:10.602,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.10,-4.00,14.60,103.10,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290602,0,0,0,0,0,0,27,,,,,,,0,0,0,40.00,146.00,1031.00,-857.00,0.00,1030.00,6,803.00,1.00,491.94,0.00,0.00,1.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402347,80.30,0.00,0.10,49.18,80.30,80.30,0.10,49.24,804,2022-06-25 11:08:10.707,2022-06-25 12:08:10.707,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.10,-4.00,14.60,103.20,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290707,0,0,0,0,0,0,27,,,,,,,0,0,0,40.00,146.00,1032.00,-857.00,0.00,1030.00,6,803.00,1.00,491.81,0.00,0.00,1.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402347,80.30,0.00,0.00,49.17,80.30,80.30,0.10,49.24,898,2022-06-25 11:08:10.801,2022-06-25 12:08:10.801,20,0,0,14.835,55.956102,-4.403115,0.00,0.00,0.00,-4.70,14.50,103.10,0,1,0,37,100,-6898,1263,14835,2731.50,6,P-GPS,1,1,0,0,0,0,0,1656155290801,0,0,0,0,0,0,27,,,,,,,0,0,0,47.00,145.00,1031.00,-857.00,0.00,1030.00,6,803.00,0.00,491.73,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
55.956201,-4.402348,80.30,0.00,0.00,49.16,80.30,80.30,0.10,49.24,1002,2022-06-25 11:08:10.905,2022-06-25 12:08:10.905,20,0,0,14.804,55.956102,-4.403115,0.00,0.00,0.00,-5.20,14.10,103.00,0,1,0,37,100,-7647,1261,14804,3095.50,6,P-GPS,1,1,0,0,0,0,0,1656155290905,0,0,0,0,0,0,27,,,,,,,0,0,0,52.00,141.00,1030.00,-857.00,0.00,1030.00,6,803.00,0.00,491.62,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
