latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
55.952636,-4.403288,0.40,0.50,0.59,116.84,0.40,0.40,0.59,116.84,0,2022-10-02 09:44:04.090,2022-10-02 10:44:04.090,18,0,0,16.593,55.952636,-4.403293,0.10,0.30,-0.50,5.90,0.70,75.20,0,1,0,89,100,-4327,2986,16593,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844090,4222,4211,4226,4213,0,0,27,Litchi_4.24.1-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFAL5340E87,,0,0,0,-59.00,7.00,752.00,0.00,0.00,772.00,11,4.00,5.92,1168.43,1.00,3.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,null,2.3,2.6,0.0,0.0,0.0,0.0,1
55.952636,-4.403288,0.40,0.50,0.58,116.82,0.40,0.40,0.59,116.84,87,2022-10-02 09:44:04.178,2022-10-02 10:44:04.177,18,0,0,16.593,55.952636,-4.403293,0.00,0.30,-0.50,6.20,0.50,75.40,0,1,0,89,100,-4327,2986,16593,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844177,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-62.00,5.00,754.00,0.00,0.00,772.00,11,4.00,5.83,1168.25,0.00,3.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,2.3,2.6,0.0,0.0,0.0,0.0,1
55.952636,-4.403287,0.50,0.60,0.58,117.10,0.50,0.50,0.59,117.10,199,2022-10-02 09:44:04.289,2022-10-02 10:44:04.289,18,0,0,16.593,55.952636,-4.403293,0.00,0.30,-0.50,6.40,0.40,75.30,0,1,0,89,100,-4327,2986,16593,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844289,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-64.00,4.00,753.00,0.00,0.00,771.00,11,5.00,5.83,1170.99,0.00,3.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,2.2,2.6,0.0,0.0,0.0,0.0,1
55.952636,-4.403287,0.50,0.60,0.54,117.38,0.50,0.50,0.59,117.38,286,2022-10-02 09:44:04.376,2022-10-02 10:44:04.376,18,0,0,16.593,55.952636,-4.403293,0.00,0.20,-0.50,6.60,0.00,75.30,0,1,0,89,100,-4327,2986,16593,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844376,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-66.00,0.00,753.00,0.00,0.00,771.00,11,5.00,5.39,1173.76,0.00,2.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,2.2,2.6,0.0,0.0,0.0,0.0,1
55.952636,-4.403286,0.60,0.70,0.54,117.62,0.60,0.60,0.59,117.62,400,2022-10-02 09:44:04.492,2022-10-02 10:44:04.491,18,0,0,16.318,55.952636,-4.403293,0.00,0.20,-0.50,6.40,0.20,75.30,0,1,0,89,100,-5893,2985,16318,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844490,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-64.00,2.00,753.00,0.00,0.00,771.00,11,6.00,5.39,1176.20,0.00,2.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,2.2,2.6,0.0,0.0,0.0,0.0,1
55.952636,-4.403286,0.60,0.70,0.54,117.88,0.60,0.60,0.59,117.88,487,2022-10-02 09:44:04.577,2022-10-02 10:44:04.577,18,0,0,16.318,55.952636,-4.403293,0.00,0.20,-0.50,5.90,-0.30,75.50,0,1,0,89,100,-5893,2985,16318,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844577,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-59.00,-3.00,755.00,0.00,0.00,770.00,11,6.00,5.39,1178.84,0.00,2.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,2.2,2.6,0.0,0.0,0.0,0.0,1
55.952636,-4.403285,0.70,0.80,0.54,118.17,0.70,0.70,0.59,118.17,588,2022-10-02 09:44:04.679,2022-10-02 10:44:04.678,18,0,0,16.318,55.952636,-4.403293,0.00,0.20,-0.50,6.00,-0.30,75.50,0,1,0,89,100,-5893,2985,16318,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844678,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-60.00,-3.00,755.00,0.00,0.00,770.00,11,7.00,5.39,1181.69,0.00,2.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,0.0,2.8,0.0,0.0,0.0,0.0,1
55.952636,-4.403285,0.80,0.80,0.58,118.44,0.80,0.80,0.59,118.44,689,2022-10-02 09:44:04.779,2022-10-02 10:44:04.779,18,0,0,16.318,55.952636,-4.403293,0.00,0.30,-0.50,6.60,-0.40,75.50,0,1,0,89,100,-5893,2985,16318,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844779,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-66.00,-4.00,755.00,0.00,0.00,770.00,11,8.00,5.83,1184.42,0.00,3.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,0.0,2.8,0.0,0.0,0.0,0.0,1
55.952636,-4.403284,0.80,0.90,0.58,118.69,0.80,0.80,0.59,118.69,792,2022-10-02 09:44:04.882,2022-10-02 10:44:04.882,18,0,0,16.318,55.952636,-4.403293,0.00,0.30,-0.50,7.30,-0.40,75.50,0,1,0,89,100,-5893,2985,16318,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844882,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-73.00,-4.00,755.00,0.00,0.00,770.00,11,8.00,5.83,1186.93,0.00,3.00,-5.00,0,,,100,100,0,2,0,0,0,2,2,,,,,0.0,3.0,0.0,0.0,0.0,0.0,1
55.952636,-4.403284,0.90,0.90,0.50,118.67,0.90,0.90,0.59,118.69,893,2022-10-02 09:44:04.984,2022-10-02 10:44:04.983,18,0,0,16.318,55.952636,-4.403293,0.00,0.30,-0.40,7.60,-0.50,75.50,0,1,0,89,100,-5893,2985,16318,2979.50,13,TakeOff,1,0,0,0,0,0,0,1664703844983,4222,4211,4226,4213,0,0,27,,,,,,,0,0,0,-76.00,-5.00,755.00,0.00,0.00,770.00,11,9.00,5.00,1186.69,0.00,3.00,-4.00,0,,,100,100,0,2,0,0,0,2,2,,,,,0.0,3.0,0.0,0.0,0.0,0.0,1
