latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
55.937842,-4.406318,100.90,0.00,0.00,6.31,100.90,100.90,0.00,6.31,0,2021-04-17 12:46:52.610,2021-04-17 13:46:52.610,18,0,0,0.000,55.937787,-4.406347,0.00,0.00,0.00,-3.40,5.30,143.80,0,1,0,0,0,0,0,0,2731.50,0,P-GPS,1,0,0,0,0,0,0,1618663612610,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,34.00,53.00,1438.00,-426.00,0.00,1387.00,6,1009.00,0.00,63.14,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937841,-4.406318,100.90,0.00,0.00,6.31,100.90,100.90,0.00,6.31,104,2021-04-17 12:46:52.715,2021-04-17 13:46:52.714,18,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.30,5.40,143.80,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663612714,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,33.00,54.00,1438.00,-426.00,0.00,1387.00,6,1009.00,0.00,63.11,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937842,-4.406318,100.90,0.00,0.00,6.32,100.90,100.90,0.00,6.32,207,2021-04-17 12:46:52.817,2021-04-17 13:46:52.817,18,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.40,5.30,143.80,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663612817,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,34.00,53.00,1438.00,-426.00,0.00,1387.00,6,1009.00,0.00,63.20,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937842,-4.406318,100.90,0.00,0.00,6.32,100.90,100.90,0.00,6.32,299,2021-04-17 12:46:52.909,2021-04-17 13:46:52.909,18,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.30,5.50,143.90,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663612909,0,0,0,0,0,0,27,Litchi_4.18.0-g,,,,null,,0,0,0,33.00,55.00,1439.00,-426.00,0.00,1387.00,6,1009.00,0.00,63.18,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937841,-4.406318,100.90,0.00,0.00,6.30,100.90,100.90,0.00,6.32,398,2021-04-17 12:46:53.008,2021-04-17 13:46:53.008,18,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.30,5.60,143.90,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613008,0,0,0,0,0,0,27,Litchi_4.18.0-g,CJTMAVIC,163DFAS001K45C,0VECFAK0072T52,0P2AFB25340AEP,,0,0,0,33.00,56.00,1439.00,-426.00,0.00,1387.00,6,1009.00,0.00,63.03,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,null,0.0,0.0,0
55.937841,-4.406318,100.90,0.00,0.00,6.30,100.90,100.90,0.00,6.32,503,2021-04-17 12:46:53.114,2021-04-17 13:46:53.113,17,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.50,5.50,143.80,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613113,0,0,0,0,0,0,27,,,,,,,0,0,0,35.00,55.00,1438.00,-426.00,0.00,1387.00,6,1009.00,0.00,63.00,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937841,-4.406319,100.90,0.00,0.00,6.29,100.90,100.90,0.00,6.32,599,2021-04-17 12:46:53.209,2021-04-17 13:46:53.209,17,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.60,5.40,143.80,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613209,0,0,0,0,0,0,27,,,,,,,0,0,0,36.00,54.00,1438.00,-426.00,0.00,1387.00,6,1009.00,0.00,62.85,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937841,-4.406319,100.90,0.00,0.00,6.28,100.90,100.90,0.00,6.32,699,2021-04-17 12:46:53.310,2021-04-17 13:46:53.309,17,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.70,5.20,143.70,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613309,0,0,0,0,0,0,27,,,,,,,0,0,0,37.00,52.00,1437.00,-426.00,0.00,1387.00,6,1009.00,0.00,62.80,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937841,-4.406319,100.90,0.00,0.00,6.28,100.90,100.90,0.00,6.32,798,2021-04-17 12:46:53.408,2021-04-17 13:46:53.408,17,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.90,5.20,143.80,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613408,0,0,0,0,0,0,27,,,,,,,0,0,0,39.00,52.00,1438.00,-426.00,0.00,1387.00,6,1009.00,0.00,62.85,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937841,-4.406319,100.90,0.00,0.00,6.28,100.90,100.90,0.00,6.32,903,2021-04-17 12:46:53.515,2021-04-17 13:46:53.515,17,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.90,4.90,143.70,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613513,0,0,0,0,0,0,27,,,,,,,0,0,0,39.00,49.00,1437.00,-426.00,0.00,1387.00,6,1009.00,0.00,62.78,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937841,-4.406319,100.90,0.00,0.00,6.28,100.90,100.90,0.00,6.32,999,2021-04-17 12:46:53.609,2021-04-17 13:46:53.609,17,0,0,14.839,55.937787,-4.406347,0.00,0.00,0.00,-3.90,4.80,143.80,0,1,0,0,0,0,1416,14839,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613609,0,0,0,0,0,0,27,,,,,,,0,0,0,39.00,48.00,1438.00,-426.00,0.00,1387.00,6,1009.00,0.00,62.82,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
55.937841,-4.406319,100.90,0.00,0.00,6.28,100.90,100.90,0.00,6.32,1101,2021-04-17 12:46:53.711,2021-04-17 13:46:53.711,17,0,0,14.850,55.937787,-4.406347,0.00,0.00,0.00,-3.80,4.60,143.70,0,1,0,41,100,-7647,1414,14850,3105.50,0,P-GPS,1,0,0,0,0,0,0,1618663613711,0,0,0,0,0,0,27,,,,,,,0,0,0,38.00,46.00,1437.00,-426.00,0.00,1387.00,6,1009.00,0.00,62.76,0.00,0.00,0.00,0,,,100,100,0,2,0,0,0,2,0,,,,,0.0,0.0,0
